Length,Mean
100,0.002761094850000
200,0.020920683750000
300,0.065349101720000
400,0.152533306630000
500,0.298544819380000
600,0.519599879650000
700,0.832279896870000
800,1.263224943749999
900,1.823694068779999
1000,2.545782309670001
